School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested
14K322,Foundations Academy,Brooklyn,K033,70 Tompkins Avenue,Brooklyn,NY,11206,40.69706,-73.94668,718-302-5092,0.354166667,0.645833333,113,0,0.673,0.292,0.018,324,386,326,0.189
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,K147,325 Bushwick Avenue,Brooklyn,NY,11206,40.7056,-73.93948,718-387-5641,0.3125,0.614583333,380,0.008,0.638,0.283,0.033,312,317,325,0.157
14K454,Green School: An Academy for Environmental Careers,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-599-1207,0.333333333,0.645833333,276,0.014,0.38,0.591,0.007,384,398,399,0.411
14K586,Lyons Community School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-782-0918,0.361111111,0.645833333,520,0.024,0.398,0.558,0.018,374,376,357,0.563
19K510,World Academy for Total Community Health High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0650,0.336805556,0.597222222,284,0.014,0.757,0.19,0.025,380,389,384,0.409
19K502,FDNY High School for Fire and Life Safety,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0389,0.333333333,0.625,324,0.019,0.716,0.244,0.012,365,369,357,0.477
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,K660,145 Pennsylvania Avenue,Brooklyn,NY,11207,40.67422,-73.89645,718-345-9100,0.333333333,0.629861111,506,0.006,0.696,0.281,0.01,326,333,350,0.385
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-6289,0.333333333,0.635416667,319,0.019,0.74,0.229,0.003,391,373,376,0.264
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0762,0.336805556,0.625,406,0.005,0.808,0.182,0.002,375,393,394,0.398
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,Brooklyn,NY,11207,40.66064,-73.88634,718-927-0012,0.333333333,0.625,479,0.004,0.676,0.295,0.022,464,451,421,0.667
19K639,Brooklyn Lab School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-235-3592,0.348611111,0.632638889,334,0.009,0.356,0.569,0.054,383,376,370,0.468
19K583,Multicultural High School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2796,0.34375,0.635416667,229,0.004,0,0.996,0,319,323,284,0.286
19K683,"School for Classics: An Academy of Thinkers, Writers, and Performers",Brooklyn,K218,370 Fountain Avenue,Brooklyn,NY,11208,40.67068,-73.87422,718-277-1069,0.333333333,0.625,308,0.042,0.607,0.26,0.078,387,391,383,0.528
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,Brooklyn,NY,11208,40.67823,-73.87597,718-647-5204,0.354166667,0.614583333,1093,0.013,0.636,0.272,0.061,387,387,384,0.372
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-647-1672,0.340277778,0.625,330,0.033,0.197,0.712,0.045,365,370,362,0.538
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7230,0.378472222,0.645833333,547,0.012,0.731,0.219,0.015,382,413,391,0.812
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2469,0.322916667,0.604166667,413,0.012,0.455,0.455,0.053,395,376,359,0.574
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,Brooklyn,NY,11209,40.62791,-74.03995,718-748-1537,0.375,0.65625,4372,0.341,0.045,0.292,0.301,513,456,451,0.687
22K405,Midwood High School,Brooklyn,K405,2839 Bedford Avenue,Brooklyn,NY,11210,40.63334,-73.95292,718-724-8500,0.364583333,0.645833333,3787,0.233,0.298,0.125,0.337,550,514,516,0.857
14K474,PROGRESS High School for Professional Careers,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-0228,0.333333333,0.614583333,1098,0.008,0.351,0.626,0.01,380,377,384,0.449
14K478,"High School for Enterprise, Business, and Technology",Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,0.322916667,0.65625,1001,0.025,0.361,0.569,0.04,463,446,425,0.545
14K488,Brooklyn Preparatory High School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-486-2550,0.347222222,0.631944444,494,0.02,0.547,0.403,0.024,391,406,391,0.745
14K685,El Puente Academy for Peace and Justice,Brooklyn,K778,250 Hooper Street,Brooklyn,NY,11211,40.70577,-73.95573,718-387-1125,0.375,0.645833333,245,0.012,0.118,0.853,0,344,380,379,0.625
14K477,School for Legal Studies,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,0.333333333,0.645833333,598,0.013,0.458,0.5,0.01,393,390,394,0.348
14K561,Williamsburg Preparatory School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-302-2306,0.34375,0.635416667,682,0.1,0.164,0.696,0.026,443,440,430,0.878
14K558,Williamsburg High School for Architecture and Design,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-388-1260,0.34375,0.635416667,595,0.042,0.316,0.6,0.024,415,424,407,0.601
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-485-3789,0.379861111,0.64375,319,0.003,0.881,0.113,0,400,407,394,0.654
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-498-2605,0.347222222,0.611111111,390,0.006,0.83,0.157,0.003,394,399,412,0.566
17K122,Pathways in Technology Early College High School,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-221-1593,0.34375,0.6875,438,0.007,0.856,0.091,0.03,446,442,410,0.694
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-773-0128,0.354166667,0.614583333,373,0.008,0.855,0.088,0.016,406,405,396,0.481
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-467-1700,0.34375,0.635416667,648,0.017,0.872,0.086,0.009,399,392,394,0.356
21K348,High School of Sports Management,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7650,0.322916667,0.65625,290,0.055,0.724,0.169,0.038,367,374,361,0.562
21K690,Brooklyn Studio Secondary School,Brooklyn,K721,8310 21st Avenue,Brooklyn,NY,11214,40.60488,-73.99442,718-266-5032,0.333333333,0.604166667,901,0.533,0.051,0.25,0.162,458,434,434,0.678
21K337,International High School at Lafayette,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7860,0.385416667,0.666666667,358,0.257,0.087,0.24,0.411,424,343,337,0.843
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7700,0.350694444,0.635416667,271,0.232,0.173,0.421,0.155,420,396,396,0.75
20K445,New Utrecht High School,Brooklyn,K445,1601 80th Street,Brooklyn,NY,11214,40.61342,-74.00365,718-232-2500,0.333333333,0.625,3480,0.276,0.04,0.29,0.386,488,422,417,0.632
21K559,Life Academy High School for Film and Music,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7750,0.34375,0.625,271,0.137,0.517,0.266,0.074,369,379,378,0.702
21K468,Kingsborough Early College School,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7850,0.333333333,0.597222222,564,0.425,0.257,0.243,0.066,474,462,449,0.658
15K463,Secondary School for Journalism,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4201,0.350694444,0.633333333,285,0.063,0.467,0.375,0.074,408,435,415,0.588
15K684,Millennium Brooklyn High School,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4333,0.333333333,0.604166667,566,0.311,0.26,0.272,0.095,553,551,539,0.796
15K464,Park Slope Collegiate,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4300,0.34375,0.635416667,423,0.036,0.464,0.365,0.079,405,377,395,0.596
15K462,Secondary School for Law,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4250,0.350694444,0.633333333,351,0.034,0.664,0.259,0.02,420,424,414,0.747
13K595,Bedford Academy High School,Brooklyn,K994,1119 Bedford Avenue,Brooklyn,NY,11216,40.68538,-73.95427,718-398-3061,0.333333333,0.677083333,364,0.008,0.846,0.077,0.03,505,464,456,0.962
15K592,Khalil Gibran International Academy,Brooklyn,K806,362 Schermerhorn Street,Brooklyn,NY,11217,40.68674,-73.98023,718-237-2502,0.333333333,0.625,174,0.276,0.483,0.063,0.155,476,462,471,0.798
15K656,Brooklyn High School of the Arts,Brooklyn,K655,345 Dean Street,Brooklyn,NY,11217,40.68365,-73.98047,718-855-2412,0.34375,0.625,870,0.02,0.703,0.225,0.017,439,441,436,0.806
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,Brooklyn,NY,11217,40.68811,-73.97675,718-804-6400,0.364583333,0.635416667,5447,0.205,0.077,0.076,0.605,682,608,606,0.955
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,Brooklyn,NY,11218,40.6492,-73.97169,718-853-6184,0.333333333,0.625,605,0.046,0.722,0.091,0.079,502,495,493,0.981
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,Brooklyn,NY,11220,40.63725,-74.02382,718-759-3400,0.333333333,0.625,1329,0.163,0.077,0.567,0.18,475,440,445,0.816
32K545,EBC High School for Public Service in Bushwick,Brooklyn,K913,1155 Dekalb Avenue,Brooklyn,NY,11221,40.69448,-73.92915,718-452-3440,0.333333333,0.65625,514,0.002,0.08,0.907,0.004,389,374,378,0.5
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,Brooklyn,NY,11221,40.68893,-73.92108,718-919-1256,0.333333333,0.625,596,0.012,0.711,0.238,0.025,395,401,383,0.627
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,Brooklyn,NY,11221,40.69154,-73.93373,718-574-3126,0.34375,0.633333333,152,0.02,0.717,0.204,0.059,395,382,391,0.459
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,Brooklyn,NY,11221,40.69213,-73.9315,718-574-2820,0.333333333,0.597222222,92,0.011,0.826,0.141,0.011,397,374,352,0.429
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,Brooklyn,NY,11221,40.695,-73.92799,718-919-4212,0.34375,0.697916667,317,0.003,0.167,0.814,0.009,393,368,382,0.468
14K610,Automotive High School,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-218-9301,0.364583333,0.659722222,383,0.029,0.559,0.381,0.016,367,381,328,0.316
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-388-7721,0.333333333,0.625,142,0.021,0.627,0.324,0.007,399,413,400,0.463
21K540,John Dewey High School,Brooklyn,K540,50 Avenue X,Brooklyn,NY,11223,40.58924,-73.98175,718-373-6400,0.342361111,0.628472222,2006,0.137,0.286,0.207,0.358,512,418,396,0.627
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,Brooklyn,NY,11224,40.58212,-73.97289,718-265-0329,0.333333333,0.635416667,560,0.436,0.225,0.223,0.102,436,430,421,0.684
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6250,0.340277778,0.625,386,0.008,0.826,0.158,0.008,382,393,377,0.722
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6363,0.354166667,0.677083333,453,0.013,0.801,0.126,0.053,419,411,416,0.585
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,Brooklyn,NY,11225,40.66716,-73.95086,718-703-5400,0.302083333,0.635416667,1271,0.006,0.909,0.033,0.029,525,500,481,0.89
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,Brooklyn,NY,11225,40.67027,-73.96165,718-636-4900,0.34375,0.645833333,1499,0.009,0.895,0.057,0.018,408,424,407,0.55
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6333,0.354166667,0.635416667,414,0.133,0.29,0.389,0.184,344,302,300,0.817
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6300,0.333333333,0.625,246,0.028,0.821,0.13,0.016,377,386,375,0.619
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2540,0.333333333,0.614583333,516,0.009,0.871,0.064,0.04,496,491,484,0.915
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2566,0.333333333,0.645833333,505,0.008,0.846,0.123,0.017,386,397,393,0.573
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2470,0.333333333,0.625,384,0.021,0.854,0.089,0.023,360,382,359,0.632
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2551,0.333333333,0.652777778,445,0.02,0.825,0.106,0.027,377,382,356,0.455
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2580,0.333333333,0.614583333,285,0.011,0.846,0.102,0.035,374,385,375,0.62
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,Brooklyn,NY,11229,40.60976,-73.94845,718-758-7200,0.340277778,0.616666667,3088,0.443,0.174,0.167,0.212,492,450,444,0.69
21K525,Edward R. Murrow High School,Brooklyn,K525,1600 Avenue L,Brooklyn,NY,11230,40.6205,-73.95923,718-258-9283,0.336805556,0.614583333,3968,0.267,0.226,0.217,0.266,500,479,472,0.752
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,K142,610 Henry Street,Brooklyn,NY,11231,40.67986,-74.00148,718-923-4700,0.354166667,0.618055556,685,0.093,0.385,0.453,0.058,401,411,404,0.841
15K667,Sunset Park High School,Brooklyn,K564,153 35th Street,Brooklyn,NY,11232,40.65595,-74.0055,718-840-1900,0.364583333,0.645833333,1333,0.068,0.085,0.773,0.073,398,380,381,0.616
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,Brooklyn,NY,11233,40.67414,-73.91349,718-922-1145,0.354166667,0.614583333,353,0.003,0.875,0.096,0.014,394,395,399,0.644
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,Brooklyn,NY,11233,40.68046,-73.9222,718-455-0746,0.364583333,0.635416667,226,0.013,0.819,0.146,0.009,377,396,386,0.507
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,Brooklyn,NY,11235,40.58085,-73.93609,718-368-8500,0.34375,0.604166667,1081,0.591,0.102,0.106,0.187,563,534,543,0.94
21K410,Abraham Lincoln High School,Brooklyn,K410,2800 Ocean Parkway,Brooklyn,NY,11235,40.58231,-73.96747,718-333-7400,0.311111111,0.631944444,2341,0.201,0.398,0.237,0.151,441,422,422,0.549
22K611,Origins High School,Brooklyn,K495,3000 Avenue X,Brooklyn,NY,11235,40.59419,-73.93684,718-891-0037,0.364583333,0.666666667,213,0.225,0.423,0.216,0.127,487,452,397,0.427
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4th Road,Brooklyn,NY,11235,40.58255,-73.96372,718-332-5000,0.333333333,0.645833333,613,0.064,0.687,0.181,0.054,416,423,387,0.314
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8720,0.340277778,0.638888889,309,0.042,0.79,0.123,0.029,362,396,393,0.449
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4200,0.354166667,0.638888889,286,0.014,0.85,0.087,0.017,392,406,403,0.5
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8700,0.333333333,0.625,432,0.002,0.819,0.132,0.028,404,427,424,0.602
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8760,0.333333333,0.635416667,303,0.026,0.858,0.096,0.013,390,410,397,0.591
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1530,0.354166667,0.645833333,331,0.012,0.888,0.063,0.009,386,408,402,0.727
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1072,0.354166667,0.640972222,395,0.018,0.82,0.132,0.005,379,393,373,0.691
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4101,0.35625,0.638194444,308,0.013,0.86,0.097,0.016,381,397,390,0.508
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,Brooklyn,NY,11237,40.69741,-73.91315,718-246-6500,0.322916667,0.604166667,358,0.017,0.146,0.77,0.062,467,446,448,0.85
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,0.34375,0.625,405,0.025,0.205,0.76,0.005,365,357,357,0.5
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,0.333333333,0.625,340,0.015,0.194,0.771,0.018,365,366,348,0.713
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,0.34375,0.65625,279,0.007,0.233,0.738,0.007,392,374,379,0.419
13K499,ACORN Community High School,Brooklyn,K909,561 Grand Avenue,Brooklyn,NY,11238,40.67851,-73.96207,718-789-2258,0.34375,0.635416667,504,0.016,0.835,0.129,0.01,379,395,385,0.613
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7500,0.36875,0.650694444,2186,0.037,0.237,0.511,0.203,444,407,405,0.461
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,Flushing,NY,11355,40.7493,-73.82181,718-353-0009,0.326388889,0.625,666,0.053,0.149,0.183,0.607,521,457,451,0.894
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,Flushing,NY,11355,40.76041,-73.81838,718-463-2348,0.361111111,0.645833333,437,0.025,0.025,0.384,0.556,481,323,323,0.677
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,Flushing,NY,11358,40.76512,-73.79006,718-461-2219,0.333333333,0.625,610,0.503,0.091,0.227,0.158,484,491,487,0.892
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,Bayside,NY,11361,40.77187,-73.78039,718-229-7600,0.333333333,0.645833333,3336,0.181,0.13,0.279,0.403,523,479,485,0.767
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,Oakland Gardens,NY,11364,40.75239,-73.75608,718-279-6500,0.375,0.666666667,3505,0.149,0.203,0.194,0.441,563,505,510,0.756
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,Fresh Meadows,NY,11365,40.74056,-73.79285,718-281-8200,0.354166667,0.635416667,4172,0.149,0.074,0.231,0.539,562,483,485,0.807
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,Fresh Meadows,NY,11366,40.72452,-73.80943,718-380-6929,0.359722222,0.622916667,557,0.192,0.195,0.218,0.362,516,493,486,0.882
25Q670,Robert F. Kennedy Community High School,Queens,Q707,75-40 Parsons Boulevard,Fresh Meadows,NY,11366,40.7256,-73.81072,718-969-5510,0.333333333,0.604166667,701,0.183,0.13,0.355,0.312,460,426,423,0.673
25Q425,John Bowne High School,Queens,Q425,63-25 Main Street,Flushing,NY,11367,40.7387,-73.82479,718-263-1919,0.380555556,0.657638889,3667,0.045,0.184,0.46,0.294,467,422,425,0.621
25Q525,Townsend Harris High School,Queens,Q515,149-11 Melbourne Avenue,Flushing,NY,11367,40.73441,-73.82142,718-575-5580,0.347222222,0.625,1132,0.219,0.063,0.116,0.586,680,640,661,0.971
24Q550,High School for Arts and Business,Queens,Q456,105-25 Horace Harding Expressway,Corona,NY,11368,40.73742,-73.85331,718-271-8383,0.364583333,0.666666667,870,0.041,0.078,0.772,0.102,413,405,393,0.767
24Q293,Civic Leadership Academy,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-1487,0.354166667,0.645833333,479,0.056,0.079,0.718,0.098,435,424,418,0.689
24Q585,Maspeth High School,Queens,Q585,54-40 74th Street,Elmhurst,NY,11373,40.72954,-73.88739,718-803-7100,0.34375,0.628472222,973,0.358,0.02,0.446,0.175,476,471,480,0.9
24Q296,Pan American International High School,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-3602,0.354166667,0.635416667,378,0,0,0.997,0.003,340,320,318,0.319
24Q455,Newtown High School,Queens,Q455,48-01 90th Street,Elmhurst,NY,11373,40.74121,-73.87473,718-595-8400,0.333333333,0.645833333,1921,0.043,0.083,0.614,0.24,434,401,389,0.391
28Q440,Forest Hills High School,Queens,Q440,67-01 110th Street,Forest Hills,NY,11375,40.72943,-73.84563,718-268-3137,0.333333333,0.645833333,3840,0.3,0.096,0.338,0.246,517,485,483,0.728
28Q686,Queens Metropolitan High School,Queens,Q686,91-30 Metropolitan Avenue,Forest Hills,NY,11375,40.71044,-73.85063,718-286-3600,0.333333333,0.618055556,1035,0.357,0.042,0.469,0.11,460,448,449,0.764
24Q485,Grover Cleveland High School,Queens,Q485,21-27 Himrod Street,Ridgewood,NY,11385,40.71122,-73.90865,718-381-9600,0.354166667,0.635416667,1828,0.189,0.045,0.657,0.097,452,422,416,0.389
29Q498,Humanities and Arts Magnet High School,Queens,Q490,207-01 116th Avenue,Cambria Heights,NY,11411,40.69554,-73.73492,718-978-2135,0.333333333,0.614583333,525,0.011,0.81,0.118,0.055,384,409,401,0.602
29Q492,"Mathematics, Science Research, and Technology Magnet High School",Queens,Q490,207-01 116th Avenue,Cambria Heights,NY,11411,40.69554,-73.73492,718-978-1837,0.333333333,0.600694444,433,0.016,0.723,0.118,0.099,380,418,388,0.549
29Q259,Pathways College Preparatory School (College Board),Queens,Q192,109-89 204th Street,Saint Albans,NY,11412,40.70639,-73.75353,718-454-4957,0.333333333,0.629861111,599,0.013,0.897,0.057,0.028,405,427,409,0.724
29Q265,Excelsior Preparatory High School,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66823,-73.75684,718-525-6507,0.340277778,0.629861111,491,0.012,0.827,0.092,0.037,384,407,400,0.701
29Q283,Preparatory Academy for Writers (College Board),Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66823,-73.75684,718-949-8405,0.333333333,0.628472222,552,0.024,0.81,0.084,0.042,398,410,393,0.695
29Q248,Queens Preparatory Academy,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66823,-73.75684,718-712-2304,0.340277778,0.622916667,492,0.01,0.807,0.091,0.043,423,422,403,0.837
29Q272,George Washington Carver High School for the Sciences,Queens,Q420,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,40.66823,-73.75684,718-525-6439,0.333333333,0.635416667,509,0.018,0.756,0.114,0.094,439,428,419,0.635
27Q650,"High School for Construction Trades, Engineering, and Architecture",Queens,Q650,94-06 104th Street,Ozone Park,NY,11416,40.6894,-73.84064,718-846-6280,0.340277778,0.606944444,959,0.123,0.107,0.356,0.355,489,457,451,0.789
27Q480,John Adams High School,Queens,Q480,101-01 Rockaway Boulevard,Ozone Park,NY,11417,40.67983,-73.83832,718-322-0500,0.333333333,0.645833333,2634,0.029,0.239,0.379,0.31,418,401,395,0.384
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,Q202,138-30 Lafayette Street,Ozone Park,NY,11417,40.67177,-73.84498,718-848-8357,0.309027778,0.59375,602,0.176,0.073,0.417,0.294,426,435,424,0.851
27Q475,Richmond Hill High School,Queens,Q475,89-30 114th Street,Richmond Hill,NY,11418,40.69565,-73.83358,718-846-3335,0.333333333,0.625,2175,0.054,0.136,0.482,0.314,413,406,399,0.379
29Q326,Cambria Heights Academy,Queens,Q799,188-04 91st Avenue,Hollis,NY,11423,40.71182,-73.77119,718-776-2815,0.375,0.666666667,372,0.022,0.79,0.091,0.067,418,424,411,0.585
26Q566,"Queens High School of Teaching, Liberal Arts, and the Sciences",Queens,Q566,74-20 Commonwealth Boulevard,Bellerose,NY,11426,40.7449,-73.72691,718-736-7100,0.354166667,0.645833333,1120,0.084,0.481,0.175,0.248,453,434,439,0.724
26Q435,Martin Van Buren High School,Queens,Q435,230-17 Hillside Avenue,Queens Village,NY,11427,40.73282,-73.73965,718-776-4728,0.322916667,0.634722222,1742,0.036,0.527,0.13,0.27,397,396,391,0.4
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,Q695,160-20 Goethals Avenue,Jamaica,NY,11432,40.71881,-73.8065,718-969-3155,0.333333333,0.604166667,779,0.029,0.382,0.142,0.433,524,511,514,0.925
28Q350,Jamaica Gateway to the Sciences,Queens,Q470,167-01 Gothic Drive,Jamaica,NY,11432,40.71358,-73.79652,718-480-2689,0.34375,0.625,516,0.023,0.426,0.109,0.407,487,460,463,0.786
28Q328,High School for Community Leadership,Queens,Q470,167-01 Gothic Drive,Jamaica,NY,11432,40.71358,-73.79652,718-558-9801,0.375,0.65625,418,0.045,0.423,0.266,0.227,415,392,386,0.723
28Q896,Young Women's Leadership School in Queens,Queens,Q680,150-91 87th Road,Jamaica,NY,11432,40.70821,-73.80408,718-725-0402,0.333333333,0.622916667,557,0.019,0.475,0.197,0.269,415,420,433,0.904
